run_id,run_name,state,sweep_id,created_at,model,seed,lr,wd,epochs,batch_size,dice_weight,dataset_length,early_stop_patience,burn_in,val_every,link,depth,start_filters,max_rot_order,group_order,activation_type,fourier_N,fourier_function,kernel_size,conv_sigma,up_mode,total_params,val_DetA,val_Recall,val_DetA_ann1,val_DetA_ann2,val_Recall_ann1,val_Recall_ann2,test_DetA,test_Recall,test_HOTA,test_AssA,test_DetA_ann1,test_DetA_ann2,test_HOTA_ann1,test_HOTA_ann2,test_AssA_ann1,test_AssA_ann2
libz1643,morning-sweep-34,finished,,2026-04-24T01:51:47Z,,,,,,,,,,,,,,,,,,,,,,,231879,0.8003050684928894,0.8229427337646484,0.8160773515701294,0.8062097430229187,0.8096795678138733,0.8517718315124512,0.8120565414428711,,0.728489339351654,0.6535218954086304,0.8120565414428711,,0.728489339351654,,0.6535218954086304,
q1a103c0,gallant-sweep-35,finished,,2026-04-24T02:39:55Z,,,,,,,,,,,,,,,,,,,,,,,188829,0.8142519593238831,0.8004339933395386,0.8262766599655151,0.8210793733596802,0.7928778529167175,0.8285220265388489,0.813064694404602,,0.7263109087944031,0.6488137245178223,0.813064694404602,,0.7263109087944031,,0.6488137245178223,
ire0o2dc,azure-sweep-36,finished,,2026-04-24T02:41:46Z,,,,,,,,,,,,,,,,,,,,,,,157348,0.8104144334793091,0.8374497890472412,0.8261331915855408,0.8121203184127808,0.8258865475654602,0.8703543543815613,0.8100993633270264,,0.7065123915672302,0.6161710023880005,0.8100993633270264,,0.7065123915672302,,0.6161710023880005,
dkkcioj2,robust-sweep-37,finished,,2026-04-24T03:27:35Z,,,,,,,,,,,,,,,,,,,,,,,121391,0.8107577562332153,0.8392933011054993,0.8229517340660095,0.8205782175064087,0.8270760774612427,0.8742437362670898,0.8100799918174744,,0.720621645450592,0.6410422921180725,0.8100799918174744,,0.720621645450592,,0.6410422921180725,
muupy9cd,lilac-sweep-38,finished,,2026-04-24T03:27:45Z,,,,,,,,,,,,,,,,,,,,,,,93152,0.8015571236610413,0.8380910158157349,0.814219057559967,0.8111541271209717,0.820087730884552,0.8730337023735046,0.8083937168121338,,0.7192425727844238,0.6399232149124146,0.8083937168121338,,0.7192425727844238,,0.6399232149124146,
3f6gh2ac,balmy-sweep-39,finished,,2026-04-24T04:08:28Z,,,,,,,,,,,,,,,,,,,,,,,69456,0.8099255561828613,0.8626155853271484,0.8269053101539612,0.814307451248169,0.8462567925453186,0.9038029313087464,0.8066485524177551,,0.7244256138801575,0.6505837440490723,0.8066485524177551,,0.7244256138801575,,0.6505837440490723,
qk4awg7d,dry-sweep-40,finished,,2026-04-24T04:08:39Z,,,,,,,,,,,,,,,,,,,,,,,47854,0.8053377866744995,0.8123543858528137,0.8172197937965393,0.8176301121711731,0.8022451996803284,0.841140866279602,0.7945684194564819,,0.6898974776268005,0.5990151762962341,0.7945684194564819,,0.6898974776268005,,0.5990151762962341,
bprbg9lq,polished-sweep-41,finished,,2026-04-24T04:44:10Z,,,,,,,,,,,,,,,,,,,,,,,29620,0.801004946231842,0.8371842503547668,0.8155656456947327,0.8083663582801819,0.8238049149513245,0.8692307472229004,0.8129085302352905,,0.7347512245178223,0.6641083359718323,0.8129085302352905,,0.7347512245178223,,0.6641083359718323,
c8g2idix,summer-sweep-42,finished,,2026-04-24T04:46:41Z,,,,,,,,,,,,,,,,,,,,,,,18005,0.7955392599105835,0.7866011261940002,0.8021678328514099,0.8068305850028992,0.7761504650115967,0.8156439065933228,0.7979077100753784,,0.7235034704208374,0.6560373902320862,0.7979077100753784,,0.7235034704208374,,0.6560373902320862,
f7vaiza9,likely-sweep-2,finished,,2026-04-24T07:35:08Z,,,,,,,,,,,,,,,,,,,,,,,28453,0.7788125872612,0.8171238899230957,0.7843404412269592,0.7876477837562561,0.8035090565681458,0.8436473608016968,0.7953749895095825,,0.7021732926368713,0.619892954826355,0.7953749895095825,,0.7021732926368713,,0.619892954826355,
nhpbb122,robust-sweep-1,finished,,2026-04-24T07:35:08Z,,,,,,,,,,,,,,,,,,,,,,,16084,0.7818279266357422,0.8334035277366638,0.7904497981071472,0.7909209728240967,0.8232101798057556,0.8658599853515625,0.8005911707878113,,0.7233059406280518,0.6534814238548279,0.8005911707878113,,0.7233059406280518,,0.6534814238548279,
